dgv_organization_id,dgv_organization_name,dgv_nb_datasets,geop_organization_id,geop_organization_name,geoc_organization_name,geoc_organization_uuid,geoc_organization_url
5e4564e1634f41359de654d6,HERAULT ENERGIES,1.0,,,,,
5e44026b8b4c416f93430c66,Colmar Agglomération,2.0,5e44026b8b4c416f93430c66,Colmar Agglomération,,,
5e42c72d634f41223f26f4b9,Syndicat Interdépartemental  De l'Eau Seine Aval,1.0,,,,,
5e41f93b8b4c413a8858ee8c,Groupement d'intérêt public - plateforme régionale d'oncologie de Martinique,0.0,,,,,
5e4157086f4441449e893d38,Caisse des écoles - Ville de Châtellerault,1.0,,,,,
5e3d7992634f415e5688cee4,Syndicat Départemental Eau 47,0.0,,,,,
5e3d6766634f412302f73556,Syndicat Départemental EAU 47,0.0,,,,,
5e3bd6ca634f417859f0d6f7,Robots domestiques dans les ménages français,0.0,,,,,
5e3bd1aa8b4c4122eb299a49,gautiersa,0.0,,,,,
5e3b389c634f4178a590ca34,Analyse,0.0,,,,,
5e3a9c1d634f4175f9812a7e,Besnard,0.0,,,,,
5e3a969c8b4c411a6ea47d4f,Tuteur à l'Heure,0.0,,,,,
5e38a6536f4441476419c465,France université numérique,1.0,,,,,
5e383edc8b4c4158925a25e6,CdC Vallées de l'Orne et de l'Odon,0.0,,,,,
5e38023e634f414e2d35b954,CALITOM,1.0,,,,,
5e369f9e634f413b2c45e769,Histoire t Patrimoine de Sérignan du Comtat,0.0,,,,,
5e32dee6634f411679399abb,Direction Interministérielle de la Transformation Publique,1.0,,,,,
5e32cef58b4c411011bd3bab,Département de Maine-et-Loire,123.0,,,,,
5e32a7e86f4441203195aaa3,DONCIERES,4.0,,,,,
5e30427b6f4441487105d56f,Talan,0.0,,,,,
5e2f330e8b4c41289a84029c,D-Lyne,0.0,,,,,
5e2c54956f444173746c474d,Sparta Consulting,0.0,,,,,
5e2af3758b4c41693ce44aa3,Communauté d'Agglomération de la Région de Compiègne et de la Basse Automne,1.0,,,Communauté d'Agglomération de la Région de Compiègne et de la Basse Automne,624d3509c726864836fad73c50420143,http://www.geocatalogue.fr/www/dcat/624d3509c726864836fad73c50420143/catalog.rdf
5e2ac39a8b4c414e44a5fd89,Surf Internet,0.0,,,,,
5e29ba876f44415c436a0f74,Oslandia,0.0,,,,,
5e2972146f444147e0a30177,Ville de Saint Martin d'Hères,23.0,,,,,
5e296fbc6f44414102ba0b85,Ville d'Echirolles,3.0,,,,,
5e296e006f4441411514069f,Centre Communal d'Action Sociale de Genoble,0.0,,,,,
5e281d5b634f417c0c54ae2f,Département de la Seine-Maritime,0.0,,,,,
5e26cf6a8b4c415807c44294,Régie de Gestion des Données Savoie Mont Blanc,2.0,,,,,
5e26b9ab634f41621612b93c,JVMALIN,9.0,,,,,
5e21d2f38b4c4140744d25b4,Puilboreau,0.0,,,,,
5e21d2c66f4441231a3e3255,Périgny,1.0,,,,,
5e21d2c28b4c413d24fe446a,La reine Merlin,0.0,,,,,
5e2194fc8b4c417218635ade,COMMUNE DE MONTAINVILLE,0.0,,,,,
5e214a366f44410714179964,Powerslide.io,0.0,,,,,
5e2086a38b4c41778e8f75bc,Communauté d'Agglomération du Grand Dole,2.0,,,,,
5e2067046f444136d7dd0c1e,DECAZEVILLE COMMUNAUTE,1.0,,,,,
5e202a4a6f444136715794e1,WebLogin,0.0,,,,,
5e1f33ee634f417aaf6a4378,Société des Travaux de l'Est - SOTRAVEST,0.0,,,,,
5e1ded6c6f44413391833a66,OGEC JEAN BELLOC,0.0,,,,,
5e1d88f48b4c410cbd376f6b,Centre psychothérapique de l'Ain,0.0,,,,,
5e1c83028b4c412a15323844,Aéroport Marseille Provence,0.0,,,,,
5e1c3c2d6f4441151971e7f0,COMMUNE DE CHALLANS,0.0,,,,,
5e1b13418b4c4158c8eb6c82,Jungle Bus,0.0,,,,,
5e1b0a45634f412e8543d663,Lot-et-Garonne numérique,0.0,,,,,
5e199d42634f4109934e1736,Accueil en Région Toulousaine,0.0,,,,,
5e183baf6f4441575b2ea889,COMMUNE DE CUVERVILLE 14840,0.0,,,,,
5e171aa98b4c4131874f098c,Trabz and Co.,0.0,,,,,
5e1708dd634f416746ce7892,COMMUNE DE SAINT-JULIEN,2.0,,,,,
5e149632634f41681ed94582,ROOTE,0.0,,,,,
5e147b368b4c410e620dd4eb,Communauté de Communes du Trièves,1.0,,,,,
5e145ef68b4c4135aa9b0b7a,Direction générale des collectivités locales,4.0,,,,,
5e0dd1028b4c4155e3c8accd,Association Trisomie 21 Nouvelle Aquitaine,0.0,,,,,
5e0a16918b4c416dd1dd9282,HELLO INDUSTRY,0.0,,,,,
5e092d958b4c41155bbc1014,LisezMoi,0.0,,,,,
5e060c5f8b4c414519f7e6ec,Syndicat Mixte de Valberg,4.0,,,,,
5e05d4b5634f410e8900f42d,MAIRIE DE JOUET  SUR L'AUBOIS,1.0,,,,,
5e0441b78b4c41242daa4ee7,Syndicat Mixte des Transports Urbains du grand Nouméa,1.0,,,,,
5e01d5646f444126973821b0,Méharin,2.0,,,,,
5e00c7456f444104766e92d6,Conseil départemental des Alpes-Maritimes,29.0,,,,,
5dfd0f12634f416efb7cffda,Carbo,0.0,,,,,
5dfcf3126f44410ff204c4a8,Communauté de communes du val de Drôme en Biovallée,1.0,,,,,
5dfcc9706f44413320915edd,Generali,0.0,,,,,
5dfb4e3c634f4107ae3c8189,Mairie de Saint-Priest,0.0,,,,,
5dfa3aba8b4c4127a6038f64,Atmo France,3.0,,,,,
5df935d8634f414e69469492,Région Hauts-de-France,220.0,,,,,
5df8ac056f44411f13760003,Agence d'urbanisme d'agglomérations de Moselle,0.0,,,,,
5df3651c8b4c41274f4f5f4a,Troyes en Selle,0.0,,,,,
5df249708b4c413e5a33d6d8,COMMUNE DE VALDALLIERE,0.0,,,,,
5df20ea16f4441560134be84,TLV TVM,0.0,,,,,
5df1ff5b8b4c412c4ae57904,Syndicat mixte DORSAL,0.0,,,,,
5df1e5e8634f41731b2cff4b,Cuisine Centrale des lycées de Toulouse,0.0,,,,,
5df14e57634f416bd979c56a,Prise de Nice,1.0,,,,,
5df0bcaf634f41590e189f69,Dynamiques-Foncières,0.0,,,,,
5df008ce8b4c41123ee37e5d,NSI Rostand,0.0,,,,,
5dee573b634f41585f81c39e,Plan-de-cuques,0.0,,,,,
5deab73f8b4c416209a63fb7,Youpee,0.0,,,,,
5de8d8188b4c4128d241ded5,Commune de Vallières-les-Grandes,0.0,,,,,
5de8c0146f4441188c136707,Pierre Boudoin,0.0,,,,,
5de7d6fc6f44413185b01841,Communauté de communes du Pays Fouesnantais,0.0,,,Communauté de Communes du Pays Fouesnantais,88e384c87b8896c9e776a8192cdc4879,http://www.geocatalogue.fr/www/dcat/88e384c87b8896c9e776a8192cdc4879/catalog.rdf
5de68ff46f44415892e52a32,FLAMBARD,0.0,,,,,
5de6253c6f4441576ca8f9af,VoyanceAvis.fr,0.0,,,,,
5de525a96f444131811c5d98,METIS,0.0,,,,,
5de189c0634f4167646bc4f4,ComparaBUS,0.0,,,,,
5ddfeff56f44411ac532190f,Saint-Esteben,2.0,,,,,
5dde989a8b4c4118e5e54c29,Juritravail,0.0,,,,,
5dde8c4b634f412e9296cbac,COMMUNE DE LEFFRINCKOUCKE,0.0,,,,,
5dde3efa8b4c415b96089741,BOUCHET-BELLECOURT,0.0,,,,,
5ddcf096634f411f920b844d,Communauté d'Agglomération Lisieux Normandie,34.0,,,,,
5ddced04634f4112604816fc,PEREA,0.0,,,,,
5ddc086f634f41190d4c1006,Géo2France,211.0,,,Géo2France,deff6307a83cb17577ef754d04d8d55b,http://www.geocatalogue.fr/www/dcat/deff6307a83cb17577ef754d04d8d55b/catalog.rdf
5ddbf5ff6f444103e11e9d3d,Atmo Bourgogne-Franche-Comté,6.0,,,ATMO Bourgogne-Franche-Comté,4c63af9b83ce548a5ecde9fccad6b334,http://www.geocatalogue.fr/www/dcat/4c63af9b83ce548a5ecde9fccad6b334/catalog.rdf
5dd54714634f4139d8eee2cb,Vendre à un promoteur,1.0,,,,,
5dcd6e3d634f411cead9eeb8,Béguios,2.0,,,,,
5dcaadf66f44410847b49024,MAIRIE DE SAINT-CLAR,0.0,,,,,
5dc804c08b4c4150fd03799d,KPI 4 VISION,0.0,,,,,
5dc59df16f44417718b77052,Sortir en Bretagne,0.0,,,,,
5dc58478634f4146dfe8dbe8,Commune de La Grande Paroisse,3.0,,,,,
5dc56e0e8b4c412e7cd726a2,Ville de Quiberon,2.0,,,,,
5dc53b1b6f4441145da42202,Parc Naturel régional de la Montagne de Reims,1.0,,,,,
5dc533fa8b4c41621f95365a,Communauté de communes du Frontonnais,1.0,,,,,
5dc41b7b634f416be9b33705,PASTEL,3.0,,,,,
5dc4192f8b4c41249cc6a390,Commune de Bergerac,3.0,,,Commune de Bergerac,903de4094a619eb9b7f6c9774cf8cee7,http://www.geocatalogue.fr/www/dcat/903de4094a619eb9b7f6c9774cf8cee7/catalog.rdf
5dc1b1c08b4c41677012618b,Commune de Châteaugiron,1.0,,,,,
5dc1861f8b4c414a86a8ad93,Creatiwity,0.0,,,,,
5dc07ff1634f411a71a5625e,PETR Pays Marennes Oléron ,0.0,,,,,
5dc03b8c6f4441591bf54020,ecosystem,1.0,,,,,
5dbc7a286f444171afb059fe,Atelier des communs,0.0,,,,,
5dbac91c6f444146f362541f,Mairie de MIRADOUX,0.0,,,,,
5db983ac8b4c4167f275d526,AlertesRER,1.0,,,,,
5db06e136f444164b4a419c1,Aéroport Montpellier Méditerranée,0.0,,,,,
5db01e478b4c411d43f84aad,BEN BELGACEM Denis,0.0,,,,,
5daecb9b6f44417ab14ed0c8,Archives de l'art contemporain,0.0,,,,,
5daecb9a6f44417ab14ed0c7,Archives de l'art contemporain,0.0,,,,,
5daceeb88b4c4153b0439cef,PubliXL,3.0,,,,,
5da9dcc66f4441494730ffca,ASSOCIATION LES POETES DE L'AMITIE - POETES SANS FRONTIERES,0.0,,,,,
5da9a856634f41388f18b3c8,Communauté d'Agglomération de Montélimar-Agglomération,0.0,,,,,
5da6ceaf8b4c415099896ad7,Association d'Ami de Réfugié ,0.0,,,,,
5da489756f44414bcf4c45dd,Itxassou,2.0,,,,,
5da1af576f44410326d6f8b9,Kowala.fr,0.0,,,,,
5da0914f6f444139425cdf92,Coworking du Val d'Azun,0.0,,,,,
5d9f4f626f44411a93fed59a,Ville de Torcy,0.0,,,,,
5d9ef608634f410ef7bb6f47,Aéroport La Rochelle-Ile de Ré,2.0,,,,,
5d9e09fd6f444174bd1fb13d,Combigo,0.0,,,,,
5d9e09b56f4441729169c025,Combigo,0.0,,,,,
5d9c9b688b4c410f098b6b1c,Syndicat Intercommunal de Mobilité et d'Organisation Urbaine du Valenciennois,2.0,,,,,
5d9c75f06f444116e263b616,Communauté de Communes du Centre Haut-Rhin,2.0,,,,,
5d9b54b3634f4164bb0bec9d,Ville de Caen,10.0,,,,,
5d9b3af88b4c414d66be5e53,Commune d'Audun-le-Roman,0.0,,,,,
5d9646128b4c41042f41b4c6,CableReview,0.0,,,,,
5d9464d18b4c415c016f5611,Grand Autunois Morvan,2.0,,,,,
5d9461b98b4c414ed95ff89f,Ville de Pontault-Combault,6.0,,,,,
5d9452398b4c4119c82ad0cc,Communauté de Communes Lacs et Gorges du Verdon ,1.0,,,,,
5d94510d8b4c41180fc61cd8,COMMUNAUTE DE COMMUNES LACS ET GORGES DU VERDON ,0.0,,,,,
5d8f024b634f414bf9a9fdec,Joseph CARDONE,0.0,,,,,
5d8c9f48634f4157ea092fb9,africa action / Deutschland e.V.,0.0,,,,,
5d8bcd9a634f41220d04f573,A2B Partners,0.0,,,,,
5d89fec6634f41223f8e4c7c,CLEMI,0.0,,,,,
5d88a56b634f4123dc3125ad,Intermezzo,0.0,,,,,
5d8559448b4c413ce562f11c,cagougeeks,4.0,,,,,
5d838aec8b4c4142b92c96ae,Loudéac Commuanuté Bretagne Centre,0.0,,,,,
5d838f9b6f444174735e1e0a,Communauté de communes Quercy Vert - Aveyron,2.0,,,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté Urbaine du Grand Reims,Communauté Urbaine du Grand Reims,abacb25bf12f74950580821a71e483c5,http://www.geocatalogue.fr/www/dcat/abacb25bf12f74950580821a71e483c5/catalog.rdf
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Ardenne Métropole,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Bar-le-Duc Sud Meuse,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Epernay Coteaux et Plaine de Champagne,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Mulhouse Alsace Agglomération,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Saint Dié des Vosges,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Saint-Avold Synergie,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Saint-Louis Agglomération,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Sarreguemines Confluences,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération Troyes Champagne Métropole,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération d'Epinal,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,"Communauté d'Agglomération de Chaumont, du Bassin Nogentais et du Bassin de Bologne Vignory Froncles",,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération de Châlons-en-Champagne,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération de Haguenau,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,"Communauté d'Agglomération de St Dizier, Der et Blaise",,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté d'Agglomération du Grand Verdun,Communauté d'Agglomération du Grand Verdun,391e052d6eaeb2aad1bb354f71561056,http://www.geocatalogue.fr/www/dcat/391e052d6eaeb2aad1bb354f71561056/catalog.rdf
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté de Communes Moselle et Madon,Communauté de Communes Moselle et Madon,3cb087be746da686bd255b0ec85022a5,http://www.geocatalogue.fr/www/dcat/3cb087be746da686bd255b0ec85022a5/catalog.rdf
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté de Communes Sarrebourg Moselle Sud,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté de Communes Terres Touloises,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté de Communes de Sélestat,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté de Communes du Bassin de Pompey,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Communauté de Communes du Bassin de Pont-À-Mousson,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Commune de Langres,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Commune de Sainte-Ménéhould,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,PETR du Pays du Lunevillois,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Région Grand Est - DGA Mobilités,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Syndicat Intercommunal des Transports Collectifs du Bassin de Longwy,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Syndicat Mixte des Transports Suburbains de Nancy,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Syndicat Mixte des Transports Urbains Thionville-Fensch,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Syndicat Mixte des transports du Pays du Bassin de Briey,,,
5d823fd98b4c411e38e820b4,Fluo Grand Est,41.0,5d823fd98b4c411e38e820b4,Ville d'Obernai,,,
5d80b44a634f416b4bdc3918,opendatarchives,0.0,,,,,
5d7f937b8b4c4165718fbff1,Office Français de la Biodiversité,1.0,,,,,
5d7bb322634f411e3d2cbf6a,Lokimo,0.0,,,,,
5d7ac3616f44413627ee8d21,MeilleuresVilles.fr,0.0,,,,,
5d7a55b78b4c4145ed98692b,commune de Quingey,0.0,,,,,
5d78beaf8b4c413699601db9,Communauté de communes de la porte des Vosges Méridionales ,2.0,,,,,
5d76c2318b4c4101fe43c9ea,Syndicat intercommunal d'énergie et de e-communication de l'Ain,0.0,,,,,
5d767ad36f44414d5b3645c8,France compétences,1.0,,,,,
5d72172b6f444177fd295833,WikiVersus,0.0,,,,,
5d70fb358b4c41072d10100a,Direction Régionale et Interdépartementale de l'Hébergement et du Logement,0.0,,,,,
5d70da6d634f4134b21f9384,SPLETPSMAP SPL STAP,0.0,,,,,
5d6fd365634f415b00e92368,Association Départementale de Radioamateurs au Service de la Sécurité Civile des Pyrénées-Orientales ,0.0,,,,,
5d6f5381634f4127c8f6eb0b,Tableau des subventions accordées par l’ETS OCPM,0.0,,,,,
5d6e620c8b4c41758b03fdd1,Master SIGAT,0.0,,,,,
5d6e0939634f415b9feb00a6,Culture numérique,0.0,,,,,
5d6e091d634f415b9feb00a5,Culture numérique,0.0,,,,,
5d6a3fef634f417b657b2279,viaTransit,0.0,,,,,
5d669c17634f416ca05e9235,LégiSocial,0.0,,,,,
5d6670cf634f41550c7ca7bf,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,1.0,,,,,
5d6629786f444132f99e032c,COMMUNE DE LAMACHE,2.0,,,,,
5d6628656f444130747bc52b,COMMUNE DE LAMARCHE,0.0,,,,,
5d5eb689634f4110abf1c419,Musée de l'Air et de l'Espace,0.0,,,,,
5d5694e38b4c4118d63973f9,Taux de pénétration du tatouage en France,0.0,,,,,
5d56018d6f444123160357a1,Kombo,0.0,,,,,
5d53ccfe634f411a73f7ef1f,JDev,0.0,,,,,
5d52b1f86f44412fb125ca83,Eisai Limited,0.0,,,,,
5d5133328b4c41120c297719,COMWATT,0.0,,,,,
5d4a748f8b4c41605b4529ee,OUSSOMA,0.0,,,,,
5d4a72e98b4c4157ce9f2ff5,OUSSOMA,0.0,,,,,
5d4849c48b4c41308c4709c8,Brasnah,0.0,,,,,
5d4848406f44417d063d6cb7,Mon Panneau Solaire,0.0,,,,,
5d4834076f444118283abfcf,Commune d'Ainhoa,2.0,,,,,
5d481bf76f444122e21a9214,Collectivité Territoriale de Messei,0.0,,,,,
5d480ea16f444161eb5477a0,Cultures du Coeur en Val-de-Marne,0.0,,,,,
5d442ae28b4c4136b197cad4,Le Sphinx,0.0,,,,,
5d413feb8b4c41285283e65d,GeoRhena,0.0,,,,,
5d3f66688b4c41530f285d01,flairassur,0.0,,,,,
5d3f06948b4c410863800078,Berry Numérique,3.0,,,,,
5d3ac0148b4c41494c9aac1a,Vallourec,1.0,,,,,
5d3a9dc08b4c417208c3796b,Ville d'Orvault,0.0,,,,,
5d3a9d058b4c416ffc631c17,Ville d'Orvault,0.0,,,,,
5d39a6f16f444171b133d7f4,SICAE-OISE,3.0,,,,,
5d399d0e6f444157db82a013,Rimbaud'Tech,0.0,,,,,
5d38896e8b4c414f01896ad9,QUELPRIX,0.0,,,,,
5d38054e8b4c41199f00e20d,Chambre de Commerce et d'Industrie de Mayotte,0.0,,,,,
5d3708eb634f411ba1f2be68,Commune de Dombrot sur Vair,2.0,,,,,
5d36eca88b4c4161e6a77771,METROPOLE ROUEN NORMANDIE,0.0,,,Métropole Rouen Normandie,f5470b3d0ebde8b2655757448a3f9770,http://www.geocatalogue.fr/www/dcat/f5470b3d0ebde8b2655757448a3f9770/catalog.rdf
5d36bcd68b4c41331680c5c3,Tripori,0.0,,,,,
5d3193bb634f4103f485c9f9,Communauté d'agglomération du Val de Fensch,12.0,,,,,
5d315858634f412fce4fad3c,30000 Clodoaldiens,0.0,,,,,
5d31822b6f44413944bf19d3,COMMUNE D'ETAPLES/MER,1.0,,,,,
5d30f7dd6f44417e25a528f2,métiers a venir,0.0,,,,,
5d2f1e41634f417a1d33f173,DiviaMobilités,1.0,,,,,
5d2de6278b4c41249855fdc9,Valence Romans Agglo,0.0,,,,,
5d2d88a6634f417577470b08,VILLE DE CUERS,0.0,,,,,
5d2d874b634f4170f9f7b22e,Mission Attractivité Hauts-de-France - Comité Régional du Tourisme et des Congrès,0.0,,,,,
5d2d86d7634f41707cb14a19,Mission Attractivité Hauts-de-France - Comité Régional du Tourisme et des Congrès,0.0,,,,,
5d2a2af6634f41033e9e1fa2,Où investir dans l'immobilier en France,0.0,,,,,
5d284d346f4441334c014d5c,Transalis,0.0,,,,,
5d2751938b4c412613b9865e,"RTC MccMc 20-11-2018. Louvre-Lens. Les Rencontres du Tourisme Culturel / France, Ministère de la culture, le 20 novembre 2018.",6.0,,,,,
5d27476b634f413409331872,Communauté de Communes du Quercy Rouergue et Gorges de l'Aveyron,0.0,,,,,
5d25da838b4c415380efb64a,Orchestre de Douai - Région Hauts-de-France,0.0,,,,,
5d25fd266f44415b77072907,Ensembl,0.0,,,,,
5d25b6636f444134538b7aab,MyOrganisation,0.0,,,,,
5d257e886f444145393ea614,Mairie de Florange,0.0,,,,,
5d2485a58b4c417f5f478a9f,Département du Gers,21.0,,,,,
5d23aa818b4c416697d58dd2,Pau Béarn Pyrénées Mobilités,17.0,,,,,
5d1f77ee634f4175d64922e7,ADNOV,0.0,,,,,
5d1f66198b4c410c29ec19fc,PMIRG,5.0,,,,,
5d1f4ce46f44417373ba579a,zimmoa,0.0,,,,,
5d1e81578b4c4110ec2f8824,passerelles ,0.0,,,,,
5d1e1c9e634f41671ccdf80d,Ivry-Sur-Seine,0.0,,,,,
5d1e23d06f4441281f8103a6,Air France KLM group,2.0,,,,,
5d1dba2d634f41226ef05b97,Communauté de Communes de Forez-Est,4.0,,,Communauté de Communes de Forez-Est,0635a688da4cb1778dcc025be94ed103,http://www.geocatalogue.fr/www/dcat/0635a688da4cb1778dcc025be94ed103/catalog.rdf
5d1db3df8b4c416509fd0870,Mairie de Cannes,121.0,,,,,
5d1d148d6f44410eba6f5070,Andreadata,1.0,,,,,
5d1cacb18b4c416d9490f4a2,Sète Agglopole Méditerranée,1.0,,,,,
5d1b5145634f41172a875c5f,Hector logiciel de dématérialisation des marchés publics,0.0,,,,,
5d1b922b6f444122f3430e2e,NSI au lycée Dumont de Caen,1.0,,,,,
5d1b06b46f44410e40f553ac,Mairie de Rillieux la Pape,1.0,,,,,
5d1a2b13634f4142f14704d6,Ganapati.fr,0.0,,,,,
5d19bff96f4441087a8f68f0,Al aimran cars,0.0,,,,,
5d18ccb9634f411c536876e3,Annonces-legales.org - Annonce légale en ligne,0.0,,,,,
5d165b336f44415e4a8c8a71,pourparticuliers,0.0,,,,,
5d15cbed8b4c411740bae4bc,Département d'Ille-et-Vilaine,25.0,5d15cbed8b4c411740bae4bc,Département d'Ille et Vilaine,,,
5d15cbed8b4c411740bae4bc,Département d'Ille-et-Vilaine,25.0,5d15cbed8b4c411740bae4bc,Département d'Ille-et-Vilaine,,,
5d15cafc634f411f36071870,Département d'Ille-et-Vilaine,0.0,,,,,
5d15b4d8634f4151ec5b1550,Ville de Firminy,1.0,,,,,
5d14cc258b4c414a71c35ef2,Organisation Des Webinards en France ,0.0,,,,,
5d14bf358b4c412046378f95,Système National d'Observation de la Sécurité dans les Activités Nautiques,0.0,,,,,
5d13756e8b4c415ad792a83e,Keolis Bus Verts,1.0,,,,,
5d13620c634f412308e0199c,Wecodise,0.0,,,,,
5d123361634f4145bb4131c8,Commune de Saint-Germain-en-Laye,9.0,,,,,
5d1228648b4c4109b4e27b24,Agglomération du Choletais,0.0,,,Agglomération du Choletais,e05f395b2c2b3a94fabd65275d6ae266,http://www.geocatalogue.fr/www/dcat/e05f395b2c2b3a94fabd65275d6ae266/catalog.rdf
5d1217448b4c4160c8be2597,Commune de Montesquieu-Volvestre,9.0,,,,,
5d120fb88b4c4148331cbe8c,Syndicat Mixte Interdépartemental de la Vallée de la Lèze,1.0,,,,,
5d11e79f8b4c4146bce11833,J-SERVICES & CONSULTING,0.0,,,,,
5d11e57e6f44414211edc3eb,Ville de Trappes,0.0,,,,,
5d10e6598b4c416876c8555c,"Syndicat Mixte des Bassins Versants Durdent, saint valery veulettes",0.0,,,,,
5d10d7c36f444140d0cf464f,Ressources Dumont d'Urville,0.0,,,,,
5d0cb27f634f411117980bdd,Bien-être et Créativité,0.0,,,,,
5d0b7e3f6f44412d6d301778,Etablissement public d'aménagement Bordeaux Euratlantique,1.0,,,,,
5d0a566b8b4c4107aa400424,BPM-Conseil,0.0,,,,,
5d0a2e09634f4111676ca8c3,IDEFHI,1.0,,,,,
5d0a0c318b4c4108d1265df6,Mairie de MIREMONT,2.0,,,,,
5d09fc5e634f416ba411c281,HMS Provence,0.0,,,,,
5d09e1d96f44411305aba942,Centre Intercommunal d'Action Sociale Privas Centre Ardèche,1.0,,,,,
5d08e5c4634f41609a45e0ca,Saint-Genis-Pouilly,0.0,,,,,
5d089e4f634f4178a6f8e12e,GEDAL,0.0,,,,,
5d08b4636f44415ebbc4ea43,Brigade de Sapeurs-Pompiers de Paris,0.0,,,,,
5d072a978b4c4115c6ccedc8,OUSSOMA,0.0,,,,,
5d039b16634f41713639523f,Samira Mesbahi,0.0,,,,,
5d039798634f41713639523e,Commune de Village-Neuf,0.0,,,,,
5d011c738b4c4118d120c266,Humanity Saving System,0.0,,,,,
5d00c25a8b4c417012fd62c2,Tictactrip,0.0,,,,,
5cfe7d058b4c4148f01712cb,Le Monde,0.0,,,,,
5cfe34708b4c41525638fbe6,SPECTRIA ,0.0,,,,,
5cfa61b1634f411763ec4dff,Ayherre,2.0,,,,,
5cf926216f444176e523c100,PATRIQUE FRANÇOIS MONTAGNE,0.0,,,,,
5cf7bb27634f4158ed713d16,Teach'r - Vos cours de soutien scolaire. Dans l'heure.,0.0,,,,,
5cf7b64a6f44412d649b7688,Annonces Légales Legalin,0.0,,,,,
5cf67b0d6f44413baf79652d,Zenbus,40.0,,,,,
5cf5d09c634f4178f0a1dba6,PRISWE,0.0,,,,,
5cf50f2b8b4c4116029e1560,CENTRE COMMUNAL D'ACTION SOCIALE MARIGNANE,0.0,,,,,
5cf460976f444120dd26ab1c,Squiddy,0.0,,,,,
5cf145666f44414b5d882e66,ATEXO,0.0,,,,,
5cec120c634f41101c5e8d3a,Medtrum France,0.0,,,,,
5cebfe7c8b4c415b931582e8,Eurolines SA,1.0,,,,,
5cebf8b3634f413cfd7aa184,Aeroport Paris-Beauvais  // SAGEB,2.0,,,,,
5cebd4d0634f413d4acafb04,Citizens For Climate,0.0,,,,,
